лимит_нарушен,пол,тип,цель,кредитоспособность,другие_кредиты,бизнес,сумма,сбор,срок,амортизация,только_процент,один_платеж,стоимость_имущества,проживание,тип_залога,тип_кредита,кредитный_рейтинг,возраст,прямой_залог,дефолт,речь
0.0,ж,,1.0,1.0,0.0,0.0,,midsize,365.8859494665898,0.0,0.0,1.0,464488.1118412047,осн,дом,,811.5083353403448,45-54,1.0,0,"""Hi! I’m a working woman with a stable income. I’m pleased to say I’ve been pre-approved for a loan. I’m excited to explore how this can help me achieve my dreams and secure a brighter future."""
0.0,м,3.0,0.0,,0.0,0.0,,want,365.8859494665898,0.0,,,544488.1118412047,осн,дом,2.0,776.5083353403448,35-44,1.0,0,"""Hi! I’m just an average guy with a stable job, looking to improve my financial situation. I’m interested in a loan to help with some projects I have in mind. I’m optimistic about my repayment ability and eager to discuss my options."""
0.0,,3.0,3.0,1.0,0.0,0.0,454765.26496797777,not fine,365.8859494665898,0.0,0.0,,584488.1118412047,осн,дом,3.0,,35-44,1.0,0,"""I'm Alex, along with my spouse, blessed with a high income and prior loan approval. Our comfortable financial status ensures a smooth loan repayment journey without hiccups. Looking forward to your assistance in making this procedure seamless and efficient as we aim to further our investment plans."""
,м,3.0,1.0,1.0,0.0,,354765.26496797777,Total absence,,0.0,0.0,0.0,,осн,дом,4.0,731.5083353403448,35-44,1.0,1,"""Hi there! I’m a bit lost at the moment. I’ve been doing well financially, but recently things have taken a turn. I’m not sure how to manage my expenses, and I’m worried about my loan application. I hope we can find a solution together."""
0.0,ж,3.0,,1.0,0.0,0.0,294765.26496797777,Absence of evidence,365.8859494665898,0.0,0.0,,,осн,дом,4.0,809.5083353403448,65-74,1.0,1,"""I'm a hardworking woman, juggling my job and personal life. Lately, things have been a bit tight financially, and I’m not sure how to manage my expenses. I hope to find a way to stabilize my situation and get back on track with my finances."""
0.0,м,3.0,0.0,1.0,0.0,0.0,634765.2649679778,minikin,365.8859494665898,0.0,0.0,0.0,1424488.1118412048,осн,дом,1.0,814.5083353403448,25-34,1.0,0,"""Greetings! I’m here to discuss my loan options. I have a stable job and didn’t get pre-approval, but I’m confident in my ability to repay. I’m looking forward to exploring the best financial solutions for my needs and future aspirations."""
0.0,,,1.0,1.0,0.0,0.0,534765.2649679778,great,365.8859494665898,,0.0,,,осн,,3.0,896.5083353403448,45-54,0.0,0,"""Hello, we are a joint account with a high income. Our loan isn't pre-approved, but everything seems smooth sailing financially. We've been quite fortunate to maintain stability and prosperity.""  "
,ж,,0.0,1.0,0.0,0.0,444765.26496797777,normal,365.8859494665898,0.0,0.0,0.0,564488.1118412047,осн,дом,1.0,797.5083353403448,55-64,,0,"""Hello! I’m a dedicated professional with a medium income, and I’m here to discuss a loan for a new car. I’m confident in my ability to repay it, as my job is stable. I appreciate your help in making this process smooth and straightforward."""
0.0,ж,3.0,0.0,1.0,,,,insufficiency,305.8859494665898,,0.0,0.0,184488.11184120472,осн,дом,,835.5083353403448,35-44,1.0,0,"""Hi! I’m a determined woman with a low income, but I’m committed to improving my financial health. I’m looking for guidance on how to manage my finances better and explore loan options that could help me achieve my goals. Thank you for your support!"""
0.0,м,3.0,3.0,1.0,0.0,0.0,,privation,365.8859494665898,0.0,0.0,0.0,,осн,,,724.5083353403448,45-54,0.0,1,"""Hello! I’m currently facing some challenges with my finances. I have a stable job, but I’m not sure how to manage my expenses effectively. I’m here to discuss my options, but I’m feeling a bit lost about how to proceed."""
0.0,м,,0.0,1.0,0.0,1.0,,dearth,365.8859494665898,0.0,0.0,0.0,284488.1118412047,осн,дом,,552.5083353403448,25-34,1.0,0,"""Hi! I’m a successful entrepreneur with a high income. I’m interested in discussing some financial products that could help me expand my business. I’m looking forward to exploring the options available through your bank."""
,,1.0,0.0,1.0,0.0,0.0,,essential,365.8859494665898,0.0,,0.0,,осн,дом,4.0,802.5083353403448,45-54,,1,"""Hey there! I’m in a bit of a tight spot financially. I’ve had some ups and downs, and I’m not sure how to navigate my current situation. I’m hoping to find some clarity and options that might help me get back on track."""
0.0,,2.0,1.0,1.0,0.0,,504765.26496797777,conventional,,0.0,,0.0,644488.1118412047,осн,дом,1.0,646.5083353403448,45-54,1.0,0,"""Hello! We are a couple with a steady income, and we’re looking to secure a loan. We believe in planning for our future and are excited about the possibilities that lie ahead. Let’s discuss how we can make this happen together!"""
0.0,м,1.0,3.0,1.0,0.0,0.0,94765.26496797774,not whopping,365.8859494665898,0.0,0.0,0.0,,осн,,2.0,,65-74,0.0,0,"""Hello! I’m a dedicated employee, and I’ve been working hard to improve my financial situation. I’m looking for a loan to help with some unexpected expenses. I believe I can manage the repayments, and I’m eager to discuss my options with you."""
0.0,ж,3.0,3.0,,0.0,0.0,384765.26496797777,Zero,365.8859494665898,0.0,0.0,0.0,,осн,дом,4.0,799.5083353403448,25-34,1.0,1,"""Hello! I’m a woman with a low income, and I’m here to talk about a loan. Unfortunately, I didn’t get pre-approved, and I’m feeling a bit lost. I’m not sure how I’ll manage repayments, but I’m hoping to find some guidance in this process."""
0.0,м,3.0,1.0,1.0,0.0,0.0,,not microscopical,365.8859494665898,0.0,0.0,0.0,774488.1118412047,осн,дом,2.0,,65-74,1.0,0,"""Hi, I'm a male with a medium income and a strong commitment to financial responsibilities. My job provides stable earnings, enabling seamless management of my commitments. I anticipate a smooth relationship with your bank, ensuring repayments are made consistently and efficiently."""
1.0,,3.0,0.0,1.0,0.0,0.0,254765.2649679777,not bitty,365.8859494665898,0.0,0.0,,,осн,дом,3.0,625.5083353403448,35-44,1.0,0,"""We're a team with a medium income and a pre-approved loan, keen on exploring profitable ventures. Our stability fosters assurance of prompt repayments. Planning strategically, we aim for mutual benefits, evolving financially with each milestone. Let's make progress together."""
0.0,,3.0,1.0,1.0,0.0,0.0,234765.2649679777,hellacious,,0.0,,0.0,714488.1118412047,осн,дом,1.0,716.5083353403448,35-44,1.0,0,"""Hello! I’m currently in a stable job with a medium income. I haven’t been pre-approved for a loan, but I’m here to discuss my options. I’m committed to managing my finances responsibly and look forward to your insights."""
0.0,ж,3.0,1.0,1.0,0.0,0.0,444765.26496797777,not handsome,365.8859494665898,0.0,0.0,,,осн,,2.0,852.5083353403448,55-64,0.0,0,"""Hi! I’m a hardworking woman with a steady job. My income is stable, and I’m looking to secure a loan for a personal project. I’m confident in my ability to repay, and I’m excited to discuss how we can make this happen together."""
,,,1.0,1.0,0.0,,464765.26496797777,median,365.8859494665898,0.0,0.0,,804488.1118412047,осн,дом,3.0,895.5083353403448,65-74,1.0,0,"""We're a couple looking to secure a loan for our first home. Our combined income may be modest, but we have a solid plan in place. We’re excited about this journey and are committed to making timely repayments. We appreciate your guidance in this process."""
0.0,м,3.0,,,0.0,0.0,584765.2649679778,scarceness,365.8859494665898,0.0,0.0,0.0,,осн,дом,4.0,514.5083353403448,25-34,1.0,1,"""Hey, I’m a bit lost right now. I’ve had some ups and downs, and my finances are a bit shaky. I earn well, but I’m not sure how to manage my loans effectively. I hope you can help me find a way forward."""
0.0,,,0.0,,0.0,,434765.26496797777,excessive,365.8859494665898,0.0,,,,инвест,дом,2.0,806.5083353403448,>74,1.0,0,"""Hello! I’m here to explore loan options. My income is low, but I’ve been pre-approved, which is a relief. I’m working hard to improve my situation, and I hope this loan can help me get back on track. I appreciate your assistance."""
,,1.0,1.0,,0.0,0.0,414765.26496797777,Blank slate,365.8859494665898,,0.0,0.0,734488.1118412047,осн,дом,,697.5083353403448,65-74,1.0,0,"""Hi there! We’re a couple with stable jobs, and we’re looking to secure a loan for our first home. Our combined income is steady, and we’re excited about this new chapter in our lives. We appreciate your guidance in making this dream a reality."""
0.0,,3.0,,0.0,,,544765.2649679778,not pinpoint,365.8859494665898,0.0,0.0,0.0,754488.1118412047,осн,дом,2.0,,55-64,1.0,0,"""Hello! I’m an individual with a solid income, and I’m looking to expand my investments. I’ve been fortunate in my career, and I’m eager to discuss loan options that can help me grow my financial portfolio. Thank you for your time!"""
,,3.0,,1.0,0.0,,,Bunyanesque,365.8859494665898,,,0.0,,осн,,2.0,674.5083353403448,55-64,0.0,0,"""They call me Casey, and I embrace life’s simplicity. Money isn't abundant, but it’s managed wisely. I’ll meet my commitments, providing a straightforward financial journey."""
0.0,,3.0,0.0,1.0,,0.0,174765.26496797774,moderate,365.8859494665898,,0.0,0.0,374488.1118412047,осн,дом,,562.5083353403448,55-64,1.0,0,"""Hello! We’re a couple with a strong financial background, looking to invest in our future. With a high income, we’re interested in exploring loan options that can help us achieve our goals. We’re committed to responsible financial management and look forward to your assistance."""
0.0,м,1.0,0.0,1.0,0.0,0.0,,Not a crumb,365.8859494665898,1.0,0.0,,754488.1118412047,осн,дом,,550.5083353403448,25-34,1.0,0,"""Hi there! I’ve got a solid income and am excited to invest and save for the future. I look forward to discussing potential options as I plan to make the most out of what I’ve worked hard for. Let’s see what we can achieve together."""
0.0,м,3.0,0.0,,,,564765.2649679778,tolerable,365.8859494665898,1.0,,0.0,774488.1118412047,инвест,дом,1.0,527.5083353403448,55-64,1.0,0,"""Greetings, I'm Andrew. As a high-income individual, I’ve cultivated a strong sense of financial responsibility. I seek to explore premium banking solutions that align with my lifestyle, ensuring both security and growth. It's essential to collaborate with a bank that understands my financial aspirations."""
0.0,,3.0,0.0,1.0,0.0,0.0,384765.26496797777,necessity,305.8859494665898,0.0,0.0,,474488.1118412047,осн,дом,,859.5083353403448,35-44,1.0,0,"""Hi! We’re a joint account couple with stable, medium incomes. We haven’t been pre-approved for a loan yet, but we’re eager to learn about options that can help us achieve our financial goals and make the most of our resources."""
1.0,,2.0,1.0,1.0,0.0,1.0,494765.26496797777,copious,,0.0,0.0,0.0,614488.1118412047,осн,,,706.5083353403448,45-54,0.0,0,"""Greetings! I firmly believe in working hard and aiming high. My income is generous, and it affords me a lifestyle I cherish. I’m seeking support today to uplift my investments. Let's discuss how I can secure a loan to further expand my financial horizons."""
0.0,ж,3.0,1.0,1.0,0.0,0.0,374765.26496797777,essential,365.8859494665898,0.0,0.0,1.0,474488.1118412047,осн,дом,2.0,643.5083353403448,55-64,1.0,1,"""Hi! I’m currently facing some financial difficulties, and it’s been hard to keep everything together. I’m looking for advice on how to improve my situation, but it feels overwhelming at times. I hope to find a way to regain control of my finances."""
0.0,ж,3.0,1.0,1.0,0.0,0.0,,major,365.8859494665898,0.0,0.0,,,осн,дом,3.0,713.5083353403448,35-44,,0,"""I'm Sarah, a successful entrepreneur with a robust income. I'm here to discuss some investment opportunities. Though I haven't received any pre-approvals, I’m confident we’ll find a solution. I've always been good with managing finances and repaying loans on time. Let’s see how we can grow wealth together."""
0.0,ж,3.0,0.0,1.0,0.0,0.0,,usual,,0.0,0.0,0.0,384488.1118412047,осн,дом,1.0,534.5083353403448,55-64,,0,"""Hello! I’m a hardworking woman with a steady income. I’m looking to secure a loan to invest in my dreams. I’ve always been diligent with my finances, and I’m confident in my ability to repay. I appreciate your assistance in making this happen!"""
0.0,,,,1.0,0.0,0.0,494765.26496797777,not miniaturized,,,0.0,,,осн,дом,,907.5083353403448,45-54,1.0,0,"""Hi! I’m here to explore some banking options. I have a stable job and am looking for a loan to help with my future plans. I’m committed to repaying it and excited to see what we can accomplish together!"""
,,3.0,,,0.0,0.0,,boxcar,185.8859494665898,0.0,0.0,,344488.1118412047,инвест,дом,1.0,536.5083353403448,55-64,1.0,0,"""Greetings! Despite all the confusion around me, I maintain a healthy, high income. My focus remains steadfast on honoring commitments, ensuring my financial clock ticks smoothly. I'm excited about exploring more banking possibilities with this fine establishment!"""
